263348244.551119	361881310.999894	322691728.035136	168964699.328007	137994999.230527	112561669.530303	81823508.562797	71110610.144753	48280380.977592	48536398.141645	38395333.088624	28735086.359620	18410988.092796	13582374.500924	9039842.992083	4233892.050033	4540235.903490	7886709.218260	6219818.464279	5901918.172362	5460156.662219	4467206.043335	2827959.800828	632961.747391	-1546709.730583	-1474280.365396	388076.987680	368291.679538	-165786.237295	98599.654545	626523.907105	480117.590876	590298.676848	470373.321263	660397.003480	-30691.571468	55036.873295	-23781.157055	242758.323968	91075.961016	69236.491517	52733.026393	57527.999199	-20003.401177	17920.326490	-5593.373298	15940.175415	11494.731016	21884.320262	5391.238487	1893.286609	-1018.947260	-5155.649241	-4411.998503	-105.519196	-41856164.654055	35881480.664214	198072358.896984	-81107963.029147	16023970.347070	124398321.907104	91452351.013587	118153267.505727	37378534.903541	66924450.125309	45604333.429085	29026296.092026	25777621.659554	22876008.549018	20216961.713006	20583207.981064	18766909.037436	12378390.985721	9465322.656535	5230207.675251	690451.272685	1094983.107558	1978414.221771	5269404.915391	7956283.434342	6387181.524165	2083968.074484	1322955.187904	1481972.444369	608256.516424	322132.275215	604906.108680	1350889.901500	1633306.980889	741476.940872	938660.002591	419895.850350	551772.012250	536174.967211	262351.144361	185903.597813	136906.493145	56972.831202	69769.000008	-7529.724239	-1301.587179	17543.228518	-8378.797666	1097.190450	-15487.152456	-15724.126521	-29139.941071	-38904.452052	-13337.439683	-25404.620934	
361881310.999894	561699474.032580	559920373.143153	218044317.335453	243889971.755048	229645772.126139	148369583.126181	122974361.760874	92430614.228966	83282090.415128	65191071.514450	46842479.611302	30084183.162720	22661479.045642	15804824.233429	9582956.670405	7953287.090812	10991879.759406	8747998.169797	7038469.514032	7598024.929306	6399306.668009	3705661.667320	495959.531083	-1736293.960475	-2097210.606197	100578.144196	159747.006889	-573297.672290	227949.906052	1029613.539644	479524.861071	904419.693935	926582.692076	1042324.119714	3700.935130	63289.291847	-9616.614321	340899.516825	58467.391139	84945.664794	68708.643790	131172.807020	-25156.260290	33907.585848	-4874.747427	20525.605930	6275.570095	39837.781339	5628.397610	10303.828214	-8408.722553	-14160.490511	-13184.693737	-856.814818	-67626257.400697	39351214.182180	232643192.179669	-129358998.410917	14161015.198891	162030266.400633	133984121.829699	176431820.942037	63751415.984611	111662334.896374	90694282.299255	56787370.239590	49784932.347540	39459908.759163	33634289.584369	30118235.066873	27838811.878576	20165278.232802	16479467.002258	9818909.503105	2722346.253442	2807440.351259	4502450.794131	9696727.687175	12609238.001528	11427404.995763	5380192.476810	3686409.581380	3362957.948809	1123444.678299	12772.631511	543685.963189	1540364.341098	1976250.635438	915476.497911	1456509.678306	761206.046970	703681.995898	716399.966544	267447.980411	294233.047450	218362.636205	48304.301537	71257.130396	-4742.840185	-36575.943000	79065.399690	-3351.118401	8339.110683	-10767.302748	-39809.981220	-38603.450553	-62626.458006	-21365.506441	-39264.691805	
322691728.035136	559920373.143153	649450057.744981	180344934.501206	262005402.253992	316829567.654994	144912106.652995	159493184.472007	113944968.987072	89360152.032224	79207568.375770	53356409.683209	34294668.435836	27130900.265430	21242659.372003	15034200.126569	11011243.654326	12342333.000615	8851164.474011	5903111.764954	7615011.353901	7100419.810238	4123470.089405	1122880.654696	-1209561.924392	-2123027.439673	-336556.180761	-178922.323283	-864907.349834	45072.226726	757271.155879	144786.726457	947546.237094	996835.200453	1066858.025196	85264.850673	93006.782296	27503.581635	293097.688566	939.112210	87823.198680	3959.077880	129044.144156	-27416.151600	48943.894756	-4844.523166	27533.242468	-3066.802425	46343.063835	14036.284321	17130.742782	-14306.199629	-20248.954900	-19023.562570	-3843.793862	-74571639.603909	31545172.185951	166805316.098255	-141460065.208806	2836960.302610	122909750.723555	138855183.600373	171410640.092295	64284152.468599	125512607.729127	116196254.311043	72170794.231388	65727576.013657	43604568.880518	38533626.824650	28926176.040376	26840374.795232	21186664.671778	18122977.366938	12972638.468106	5426615.850417	3557719.835318	5168487.229247	10275608.237899	12683762.971205	13331652.727215	7852774.268397	5963390.657486	5099110.993944	2064995.284597	-257812.279780	-5604.880960	1243403.360875	1701179.248595	764455.261166	1515523.952342	1000311.165541	641456.328004	680510.156544	236049.016778	375382.667269	285588.522940	8727.846984	102736.138593	-528.093067	-63625.231567	106418.790791	18067.051799	22147.407438	-5096.391896	-35673.924751	-31479.197567	-56156.385240	-14073.976092	-34070.017868	
168964699.328007	218044317.335453	180344934.501206	486048977.413493	307530586.625948	195960854.036761	161688513.847280	139202497.968278	109581984.671293	65002252.000432	42859855.299684	29363178.511103	22846098.271565	9841948.659155	8283229.186251	3891273.601042	1863373.157010	6889649.632181	5419430.516479	4983849.227584	3330591.033572	-545859.570719	-1103452.732058	940413.446611	-1710498.599539	1673376.138226	1883999.507218	147974.485487	-121790.043119	-82391.502811	-222540.495759	956899.372858	322095.206672	89036.868509	469789.686723	369859.191109	99507.510939	-79579.095456	274102.485125	-64325.135556	102545.879455	74912.692694	105160.558315	26131.463880	19871.943862	-26971.777066	3220.256438	22565.110919	16103.300506	-17948.638455	-548.171920	-9805.043926	-5763.497738	-7517.403456	-8108.963155	-98246553.384985	-117007350.105754	-64348817.669248	-146183828.110199	-70790159.337550	4918127.793261	14708959.572070	43244962.474972	46851842.213087	67582937.027745	77404861.620651	64781111.642421	50469451.037732	31839198.624645	27339736.730278	18824106.964967	12337688.118033	8203529.906061	2186535.247360	-2328178.392045	-627809.377892	468866.650905	-2674564.142224	-2239979.315019	1628688.130019	603797.232907	729090.741281	2382162.059749	980022.400331	497057.610375	878731.094680	-939454.606013	-256167.834151	199313.958186	337112.064671	-258038.166630	-189563.830813	117047.819728	238060.264175	387918.773449	-82174.566349	119242.096636	110984.650866	161236.615594	23942.460764	20821.994328	59448.191237	-29272.467282	-56215.221503	-41201.944532	1976.936086	-67751.639302	-50675.554190	-44704.423422	-19176.520817	
137994999.230527	243889971.755048	262005402.253992	307530586.625948	292637199.419872	242882775.595072	213367240.901678	151892252.719450	128344479.731906	92622992.418174	60742111.971724	40198236.344482	28002018.645698	16002037.830803	12539155.107157	7928529.449846	4463082.416271	6637967.409743	5585840.735425	3439169.113245	2709155.711364	539928.749699	2569.479178	621476.125706	-841077.555672	1182845.876156	1039824.426867	-312906.692466	-891396.982254	-289284.440667	112999.867878	230271.736835	229574.654548	318893.255224	501500.968216	229467.067231	79795.053753	-8924.243457	207645.643560	-15777.561696	85260.401208	60836.482009	100925.849239	40966.698801	20337.493089	-17112.777276	-4491.732824	13868.603591	34797.859196	-10982.944599	8118.045106	-10154.305018	-13917.575770	-8894.559542	-5929.761217	-84304654.332307	-93435977.552579	-71032901.056005	-137543572.824564	-73312938.673564	-15466519.231024	7224906.473211	35517512.361017	35140256.159091	66221087.419900	81716451.469619	68898582.298862	63884752.391434	41126358.887909	34936555.037040	23497135.666200	16594926.006947	12243352.059925	8138803.435301	3023749.407780	2585324.323105	3126723.906124	603478.053672	1991081.207113	4171164.919645	3680874.132810	3317776.593092	3577167.417773	2572985.287808	762691.079025	152998.412250	-361806.217227	-447473.620922	-94366.034807	124405.070426	82387.358152	207284.570775	126963.634639	235091.616308	150919.853400	46751.812216	145137.738579	70909.587220	61641.492005	81383.322031	-3670.467734	90492.792687	-3924.480334	-9308.211288	-25403.690081	-30293.396902	-49301.144250	-53106.361547	-37484.167064	-29174.352169	
112561669.530303	229645772.126139	316829567.654994	195960854.036761	242882775.595072	291750634.415977	176869714.514749	186198954.861750	135331481.939296	94622652.320918	84549398.805672	50129662.520800	32838727.593712	22095307.916383	19320607.148340	13469787.524131	8371157.029982	8461704.101633	5801293.777322	2758233.714222	2626359.370437	2060594.969436	1254554.772883	1573077.375663	-299930.620759	689075.873343	509302.493994	-513720.602874	-1188048.203805	-558733.403575	-166334.834654	-208466.975704	232604.582632	260749.417631	488071.772197	227891.537998	108212.718139	-43529.819092	122875.821555	24836.598986	86214.667711	-7867.083751	65247.841569	36075.836073	28691.165083	-11571.136913	3747.871606	9811.074797	39932.084433	5364.503196	8688.714718	-12150.854024	-15164.404705	-9820.306740	-6837.491126	-76762763.029627	-63098478.870596	-53694153.669543	-141897284.334335	-74288448.447363	-38455387.564306	13931803.414681	22104507.125486	15119916.699340	66649029.355712	77934417.860234	68040281.609958	72217682.451520	43273509.661197	39550072.010828	25457652.659518	18892374.500014	14674237.315686	12240939.095544	8166467.565838	5827983.377025	3988352.395737	1324349.904012	2957092.339385	4666403.531048	5494673.879503	5047437.703297	4623187.920142	3818271.360500	1579094.470356	-22907.162699	-548379.398604	-367313.410715	26983.470557	316483.932523	526630.598691	547873.674752	231613.964578	282325.822095	209862.071468	212849.282758	155690.532893	19132.962293	76063.550972	99870.924388	-3625.554692	67820.589766	24813.696736	21323.691168	-24535.933086	-25716.556813	-37879.354413	-38484.674324	-20095.298284	-25352.342559	
81823508.562797	148369583.126181	144912106.652995	161688513.847280	213367240.901678	176869714.514749	331370043.725100	182393452.900560	102439344.202080	164027684.406990	92916762.725746	54135335.472980	44032778.331796	23827870.312869	19050757.622531	9895213.182478	8684678.296564	7708907.185224	7137550.054839	2902186.906171	2381645.866025	2139671.612016	2284492.842761	1239724.581051	326370.871078	1837735.731630	712449.878769	-555195.550432	-1506177.483154	-527225.510677	136366.620377	-494027.122622	-126053.698843	154809.037210	362643.364145	-144862.764121	40124.031902	21187.737570	-54902.461589	56660.056621	60727.954720	56886.743636	5962.011238	66689.954210	19462.943905	-23782.710899	-16166.531796	14819.006851	34914.471647	-22170.789680	4744.123204	-4121.695223	-20313.832301	-4598.943600	-4730.640507	-58770529.307340	-77434957.051550	-55997019.102528	-120864109.269262	-88589341.328751	-53531113.777994	-44100556.200231	-25557302.961578	-16493687.696070	14470246.395312	34102329.989353	52854943.749526	61722659.522873	52985634.505022	44386013.326699	33480444.124383	20729542.348661	14238571.964402	9628957.365717	5619314.931467	3595303.001018	3297191.257545	1261021.169469	2678654.151335	2360735.799436	1172808.916026	2599260.958415	2361755.733732	2672407.154734	279287.584031	233575.964758	651222.814953	-1100391.979345	-699733.485752	-133003.016311	220590.476575	393754.870302	55638.378622	269514.025828	17002.161762	-11991.869746	133503.877047	70197.030386	39142.344209	195831.861524	11379.469610	28798.207735	12856.427215	46270.689299	-47849.244872	-51050.728410	-45325.872645	-38656.937894	-19997.644369	-28669.968422	
71110610.144753	122974361.760874	159493184.472007	139202497.968278	151892252.719450	186198954.861750	182393452.900560	205117192.732989	128250638.846583	129253050.622588	110279408.560041	65351122.424823	44876327.370646	27879999.458594	23231077.613332	14181731.808811	10194885.236941	8458631.152252	6819085.500706	2655090.603537	1302972.657937	1903271.869470	1635001.325724	1811653.919851	117548.699453	1320625.415058	846008.080170	-354732.157626	-954992.312950	-361925.651056	-66156.429353	-264199.369172	-42516.923121	40104.742948	322305.258597	36658.204917	113736.145456	-190174.965773	-59553.366613	34439.720633	-5258.554348	-3420.396968	36412.395067	43438.200657	26820.666503	-3448.130792	746.906590	23857.460390	23726.465357	-3583.204212	-1356.242408	-11750.332924	-12471.085877	-4777.603054	-5256.456084	-44427072.050363	-44003804.631572	-10841129.447877	-132157254.856389	-90151514.999347	-55928521.454140	-36391148.559743	-35480818.095714	-39918877.587767	15091505.320594	16291575.981567	38661283.829161	54556176.567028	47162263.584779	41475833.416133	30205347.418468	19406590.698176	11506380.772393	9346488.905129	6718392.403214	5811650.259281	4078110.178451	1191932.894804	2263145.823715	2493224.468300	2387338.325636	2616577.823021	2856539.355108	2858904.075943	1510945.024022	333063.794482	-324060.180485	-712139.100249	-245543.668676	345044.022003	521057.816041	484474.025170	251221.576980	221268.505407	219362.801043	107277.180857	65742.208567	-39896.025426	134687.396607	155921.365961	64118.964928	22820.360636	8767.268371	29366.377370	-48791.822436	-19172.465156	-42331.735116	-23248.983256	-11747.517104	-17241.240811	
48280380.977592	92430614.228966	113944968.987072	109581984.671293	128344479.731906	135331481.939296	102439344.202080	128250638.846583	211534681.795209	106762171.985628	107034303.868349	79411283.498510	48283192.198517	31820107.090469	22332689.611242	13844730.207177	8750689.911811	9869973.183631	8240748.424191	6209728.935954	2552013.490614	1196905.171559	416495.767966	1285635.032500	-564296.082916	1430484.877905	582115.716441	-890995.348280	-639709.762023	-382386.103547	462980.160284	-47136.464636	198319.235946	167408.531826	271312.690244	91243.624941	201614.433629	-160223.239148	126186.731146	66577.068473	32293.849015	-36012.429986	-10184.282808	38819.482616	48921.368357	32810.888261	14003.005785	39098.203049	20375.206311	10329.718614	-5482.946193	-18533.896992	-7902.295877	-2092.914012	-5398.547924	-8190258.090888	-33993086.514136	-44481915.367882	-82995409.708199	-84523404.021701	-74569664.189975	-75677091.107671	-62292910.196790	-54612914.050786	-20834248.295220	-8229973.360815	9613428.029556	40908619.546767	42307375.607263	42428262.941727	30366555.111572	15763633.174211	7253857.224138	4789492.488693	2964906.145989	6302542.949722	8208347.107743	4793771.817688	3457140.079941	3385277.985697	1261738.300742	1801703.711515	3155991.667026	2018591.294183	869083.004144	-1314519.998242	-884871.102230	-710534.571899	-217909.108018	63531.077552	271536.932728	524753.625340	354872.830014	-18545.905374	197178.170394	170175.230305	197028.734376	32890.555679	57915.122000	166934.943867	109144.458662	72111.357896	-9277.186471	-34004.280272	-24876.503927	21204.263876	-24180.745237	-33466.376580	-14246.207284	-19070.580361	
48536398.141645	83282090.415128	89360152.032224	65002252.000432	92622992.418174	94622652.320918	164027684.406990	129253050.622588	106762171.985628	176030576.775094	113398980.886600	83950019.501571	69293167.391089	40513053.758976	33254909.683720	18946277.772520	13936171.515511	10542062.513696	7759846.163285	5341361.421492	3238534.415235	1846570.674967	792787.760574	617968.431941	-397868.031059	814238.280089	464452.742401	103398.904749	-252333.707519	61055.236425	119641.890862	-220361.213181	-104646.767710	81605.974335	93343.125846	-147185.052574	104835.087718	-126384.304623	-56311.122988	-9083.886119	-65121.921759	-32741.044449	-16026.497640	49920.001689	27931.231828	-1512.962784	1847.953788	15547.257748	15143.966617	-3854.129666	6570.275730	-9338.060421	-8412.834442	-9395.470739	-5465.243197	-21264358.506790	-6781250.493049	481147.860685	-89528821.511761	-60144148.751104	-38443953.984689	-47772454.787532	-41961524.250353	-60233919.346908	-38398557.749272	-24653559.352245	-4006930.200520	22099773.048040	33850786.731122	40557166.188915	35403031.191265	24221720.897183	13548323.629482	9447045.732020	5195414.392685	4605548.741482	6504273.869323	5539418.064098	4414422.084656	3254813.158653	715778.976530	887464.219899	1083598.974277	1736581.848402	790411.500461	512329.432291	168651.134116	-828742.200762	-770342.081788	-255724.203839	172879.808088	229045.226646	367747.837427	85350.205501	-94774.729978	117814.023658	144270.222842	-11951.485652	95961.635922	143801.790288	2767.344322	19794.083844	2014.836932	-8836.100477	-63656.276844	-29934.335121	-31200.200616	-26489.076066	-5555.934692	-19518.522954	
