222333418.613345	295056483.219203	241563339.499251	168503133.504566	112711328.506326	63361784.875217	36892665.955471	38910112.224639	19239899.812614	19008624.486981	15490891.700702	9181374.976665	7810544.200280	5387841.115488	4876163.021697	3101705.146240	5319726.427169	2175221.557686	2302953.928620	566831.701406	1114167.603879	1819048.700276	2082879.814371	1792447.694298	-251319.317294	-1014113.750258	59129.970597	637458.844148	566396.414004	100378.031791	182275.146960	532265.435328	550213.565733	237658.285231	47291.333288	-88978.326636	113841.687036	215123.273605	51668.394943	121586.800055	-13035.888190	-14743.994361	-36210.934314	-11036.051998	-31934.855444	-11853.995655	18481.634135	-1059.898840	-15647.359537	12998.569557	-2167.298680	3208.243856	-7274.572675	230194651.690388	299175636.661512	267278830.484405	160410062.850970	117663331.959493	82764330.777227	55473929.012390	47375116.756382	30830645.625962	26614658.162216	16272292.784789	11236549.514665	9675780.729076	8194483.395668	8132037.302472	5343060.351762	9001156.987335	2562303.534904	4172577.913217	-410924.802128	1193178.633844	2275142.478168	2743352.100745	2127598.065741	-1134314.797794	-2319848.313039	-416841.994397	164926.292073	231365.202461	-197152.480834	314232.984782	718642.493244	957786.793938	463950.059539	235226.875383	-251496.622155	23934.353406	153592.591582	108778.891979	126431.237609	-45942.247148	46126.287750	-37623.886562	-7817.951349	-60957.698558	-1975.508702	31530.909536	12436.312638	-11379.425000	30121.956657	-14338.442590	-1419.265099	-5880.778022	
295056483.219203	458552332.647736	446979403.572841	190506020.445418	195344573.539985	161970028.540893	78189979.653023	62957270.396751	43602796.291540	35364741.010976	25943109.943977	16470461.573194	15030136.049862	10206219.316999	7957324.057568	4255374.070269	7367619.809561	3719050.718836	4321520.768454	2265792.409666	1825552.050553	3240768.149278	3213253.987170	3091396.908316	-252761.505208	-1754028.630349	-197664.305498	315284.649712	172438.884540	250510.635423	372275.068009	642563.044147	958039.094904	283399.512765	6180.851009	-92444.011582	166489.558215	278761.445975	77947.366617	154360.255836	7506.276180	6459.002213	-48767.907032	-11869.798644	-36143.444196	10139.254005	30248.686382	2074.163199	-27072.318446	17439.950217	2977.904717	6797.808142	-7569.788093	300402762.905605	462828201.008176	475529585.712966	169556237.075130	197014194.456752	186378694.006598	104996247.519137	72792662.797638	61400778.489818	47350455.669471	29540721.104214	18361741.744458	17100692.427724	12835157.727780	11069174.103676	6412447.160787	11212134.203445	2601795.198003	6257644.640952	398392.754458	1348105.424055	3399100.536875	3139056.575750	3024017.165020	-1453115.620043	-3588695.213715	-1225003.305785	-794803.568346	-321514.556183	34687.584721	588616.646462	877427.767298	1471928.910085	588226.881734	112592.940615	-348738.168816	86250.231881	209048.780385	139238.805917	191193.007608	-15330.285490	145244.910155	-63232.896869	-52955.341843	-78214.456060	30308.488279	43175.404853	5756.079472	-13401.231830	38849.036354	-15657.486348	1257.308144	-3517.003673	
241563339.499251	446979403.572841	553413081.699827	124861364.272808	203839750.589211	268307349.424919	116549147.113069	65794608.014630	75109007.977416	46220516.741763	32792860.384618	19312447.623392	19786040.866609	10915677.541003	9614641.864917	4626722.899816	7709777.450390	6505621.763579	6032736.075592	5193861.314333	1974228.295405	3629574.704285	3990136.257451	4105939.318724	-80180.878912	-1920318.616037	-144545.603533	129695.288497	-380603.105019	227812.946136	507536.810997	720171.888013	1236840.695501	137249.456241	-159109.150727	-80957.789400	124780.541660	229955.171195	62838.312661	132063.243750	42851.837353	23849.579693	-46057.725327	8606.898624	-21342.744776	48293.806623	29765.311461	572.629144	-28164.339180	10981.016289	10965.312424	7993.548647	-3632.915968	240414373.135794	455456658.293041	583126718.139164	100596643.364776	205303608.546841	292183865.530930	146092451.274039	74393043.608201	92531458.017977	60270285.593270	41344390.467108	19357774.303680	22272891.753597	12129967.517346	11797398.303240	6486687.218487	10739118.690251	4174159.080507	6248407.624826	2263944.014435	-210781.512139	2720619.233641	2500780.437072	3333485.326520	-1088128.625179	-3419633.497181	-1371481.126188	-1607519.487861	-846168.140967	505118.122284	667792.393742	897630.948626	1593391.443938	170632.815487	-308767.986123	-477773.595323	-3580.433965	128214.749424	99589.596709	196831.159449	85500.273544	170117.598261	-93996.297832	-81325.101704	-70032.057840	66790.428956	44680.225943	-19930.979536	-9070.892696	28655.499937	-6749.075499	-3065.948395	136.918567	
168503133.504566	190506020.445418	124861364.272808	604770054.665778	340858917.341316	176828459.776740	143717695.874616	215819207.761244	81564328.381097	51033048.247960	50907803.249231	34153698.034880	17028017.651819	17043747.729711	12598801.402601	7384755.132255	7500996.408746	6289823.573215	8721947.057716	4132872.005289	4686202.853798	3648490.097778	2236242.748531	327895.423209	-625820.984249	217244.045251	1577377.400992	2375361.743544	865578.972780	-814152.762539	208134.251846	758179.615670	974098.991781	294326.158634	-228348.267692	123320.646029	268292.024229	232002.891397	20897.940603	184663.264248	-11727.492052	9679.088347	-28533.631615	-44858.733548	-73295.398473	-69829.486830	-12222.645197	-1317.709384	2007.324697	-11853.571184	3626.404422	15160.586154	5210.376141	158199730.663726	154471373.950070	98481337.830306	600484083.740280	334814110.351638	181427641.168880	152814083.495638	235558919.972753	105471610.402934	67478724.097585	77422426.266708	53236820.968401	30159881.560254	28396855.134600	22934591.530382	15525531.416069	16270286.693168	9664040.514340	12076634.772799	3367954.353964	3990965.526186	3245533.735098	1690985.523805	1852224.322064	45007.335091	-1279423.282512	1021678.394254	2544213.518797	1272202.444564	-628013.386811	1072958.191530	517449.245946	936189.678472	464589.594970	-171188.732648	-97710.625577	221231.368254	322229.414092	115528.895251	126396.887581	-43097.126495	-75380.697674	-9727.814963	-15651.729326	-164511.325272	-73797.700491	-14818.048588	-10159.606610	-30781.280616	-17865.594786	-10613.910591	18275.821368	-10726.450430	
112711328.506326	195344573.539985	203839750.589211	340858917.341316	306400123.456440	242044716.560141	185793892.304322	174974913.992758	115346955.837241	81137046.450729	48061555.082541	41712595.724836	23721280.306920	21672633.721245	14490698.247103	9658297.547375	9676967.431258	7746571.866261	8582414.883467	5148548.551436	5173001.067803	6001837.705884	4327542.265263	2685811.354649	730235.509177	78166.680243	716073.515187	1160141.655769	3229.718742	-137195.070507	296455.478524	326096.371195	871043.521640	-34240.121403	-204379.199470	35131.436399	214322.978304	131162.554257	33803.603491	93172.463038	-13820.546684	18391.656437	22607.111018	-20258.013986	-16407.319723	-11522.861782	-15074.892368	6307.532640	-3571.643440	-4393.594703	-196.158291	8594.295407	2947.687034	101246430.807670	175340629.044459	187149393.152458	331268775.194030	303050069.370600	246825372.697844	197237950.918408	186345060.368778	136213006.404491	96154682.706745	68349886.092449	55989772.862161	34393759.768858	29351530.587139	20448094.681194	14771583.604825	14533663.060730	8375143.966103	9303699.713436	3722159.397858	4470716.545418	6497554.360764	4609953.972448	4311610.691848	1275157.127070	-1374281.817363	-193756.125280	1047848.628963	466050.982456	271761.296942	737931.052821	49420.999267	944588.639378	107578.405073	-308820.863851	-68000.687512	233067.957133	175882.341338	86792.704546	69572.493487	-45521.566261	10580.370594	39647.319491	-29019.983778	-70242.044362	1824.940148	-36912.024142	-5687.056217	-13495.801239	-16838.070069	-16598.449393	1925.086998	-9956.564959	
63361784.875217	161970028.540893	268307349.424919	176828459.776740	242044716.560141	315088939.270498	220201168.797946	131027456.464917	161675625.895244	98752069.941957	56585266.241258	41554391.757450	31072363.694588	19240031.475667	14900660.402931	9891829.538248	10490486.660081	10381674.145061	8608535.153022	6346606.746125	4741784.016198	6107323.564298	5352019.450879	3915642.144657	999431.361371	-84994.409941	815018.651959	1039375.408158	-368966.604783	-13721.773735	292529.886685	240479.813154	961838.892485	-230789.637998	-317334.376442	-79067.190386	202064.653586	119048.363295	44502.721381	70132.635499	-3246.040454	-152.645513	29883.715229	-20499.980171	12678.688498	37592.626644	-21402.909542	-340.294248	-9036.117992	-4554.717949	4110.697888	5848.312261	2117.112760	50957829.505580	157879735.505658	273632235.382729	170541051.862745	246268845.662353	327236970.443555	237339290.283569	139635313.010149	181360905.260551	113956266.824107	76015412.178323	51100834.442095	42185773.416552	23637862.769014	18725870.745096	13208733.683604	13172836.686514	9768069.438450	7199759.039327	3973194.891125	2666727.009791	5857352.768651	4830743.460889	4838126.824157	1450005.087106	-1082512.664647	-114166.559186	499078.627472	58494.463014	740783.632431	341190.498938	-94213.710690	979064.249799	-403977.303234	-619208.418202	-288843.251397	175903.519602	82515.710247	53688.687885	51412.659889	8513.851069	-10670.466180	21205.679337	-78968.495153	-32147.627926	52566.226973	-42723.192507	-26316.457660	-9303.160101	-20868.998960	-9546.351946	-13812.612907	-10720.331875	
36892665.955471	78189979.653023	116549147.113069	143717695.874616	185793892.304322	220201168.797946	280211757.532875	145494908.847865	164529208.310272	155837601.048277	91990590.792119	63488383.427198	43316878.816167	28859045.319793	18560730.171255	11966852.181806	11315177.953373	8361535.224588	6885380.081848	3475443.922346	4995245.375717	6513213.358941	5575254.433415	4294357.276613	2133510.642785	1414054.468210	1595689.795834	937069.337433	-160237.062776	139636.135665	141468.642910	203679.786985	192211.762716	-280550.804054	-34460.651809	133178.557698	323420.644264	132657.988399	72662.211495	34672.527758	-105113.166426	-25948.814645	42318.491117	-51723.042502	-17683.946414	5757.699468	-30495.620370	294.020188	-14972.674049	-10127.868697	-13769.785586	-11373.414485	-9983.056443	32468691.028139	81705902.534738	128836236.577430	145802096.702185	195605556.237948	234466801.661664	298213791.455609	154210426.307164	180047936.527070	169272699.323143	112197555.705709	75555413.767032	55382190.738026	36816066.649960	21629135.900662	12805383.125441	12511131.394521	7688706.063900	5859184.441495	2409798.763922	4513157.952390	7031650.940938	5897300.839455	5080141.410965	1691695.930039	-169279.175685	1038410.609559	1072512.827885	-8610.211145	308208.602126	-31033.943081	-337817.598527	126591.658363	-363378.040719	-94704.182088	212663.488540	483726.894629	120335.125526	30997.819724	-34002.808826	-141678.212744	-45338.080119	36421.060877	-101717.414004	-61616.793592	15435.015553	-55662.078119	-2331.178540	-23499.263953	-37095.340067	-25495.617596	-25094.470226	-22651.123436	
38910112.224639	62957270.396751	65794608.014630	215819207.761244	174974913.992758	131027456.464917	145494908.847865	355800575.332477	203971664.061221	123771668.717200	126143003.437455	90088560.679206	35998439.335037	37399431.401442	22154061.619027	14644147.086999	11856762.836072	9373139.714676	9863159.979136	2880282.366093	935290.853416	3287585.750643	4619241.059573	1469430.800889	-64081.656002	716774.981982	658968.429779	971657.144408	743304.113845	-23689.548405	277764.615242	859979.496500	676009.855542	-348969.682867	63632.904447	345841.762768	88258.812684	229790.092318	-26206.683079	41548.742273	-3924.528237	61116.115365	59729.798512	-64215.647888	-84242.240847	-34014.592080	-48466.063816	-11028.912667	-1519.831782	-12922.210671	-10572.636732	-11310.258821	-17810.756955	49573378.693508	60255793.019569	57426170.515543	227466650.851277	175387794.535942	130831561.211927	147572388.019333	377191383.047294	221280658.281955	132472302.855312	148436751.027549	108481355.946911	50953349.691325	56153828.801180	31983896.904914	21467247.358928	15773300.371746	11147607.547972	11093993.368218	2932927.099891	62192.524727	3431951.901032	4460296.069800	2008100.735272	-584624.074899	-547983.153259	85963.588406	928758.576615	722105.014442	409551.394597	726748.726965	303414.356956	529133.225163	-245781.705225	-66745.119078	383198.195050	3248.325748	134442.016130	-7543.924733	32258.015310	-37725.238311	84139.898915	76136.895070	-54543.843456	-147241.345838	-40517.284990	-58411.977845	-35518.151338	-39329.776923	-30236.181838	-25277.509957	-32215.797196	-36051.874620	
19239899.812614	43602796.291540	75109007.977416	81564328.381097	115346955.837241	161675625.895244	164529208.310272	203971664.061221	232830334.918161	146684122.806575	125792216.772484	80958672.325844	68632964.990416	29697010.330091	23880423.766993	12188522.931814	10946536.398885	9023789.194928	8315057.129872	1450675.299166	123532.592141	2538443.093853	3382377.288430	823327.257197	-305313.761196	-139468.028135	157670.017106	851946.218840	369125.193978	67314.329340	225260.888394	163067.762120	556153.117647	-387963.353853	-96150.787120	179686.691153	316502.435374	298448.256783	123078.779640	105599.483507	4354.407625	61929.631857	72298.434600	-83300.177358	-26489.426500	10293.170642	-37427.595236	-12878.555830	-3918.703122	1636.006057	-6331.013643	-5610.085406	-13522.726455	23426137.085761	50611236.630346	84769129.092080	91620032.953082	124954296.310706	173366146.899259	173911225.547418	218945722.307247	253450353.145650	157472680.870633	143347039.700138	94241361.860004	86811816.473556	42559595.061765	32663642.038510	17498256.691505	11648777.117825	9541155.190962	7378110.546498	631702.015221	-1159436.522997	1637255.486841	2076155.791782	317671.532673	-1152848.173426	-944971.533848	-12960.953376	1175579.443256	673311.674404	602261.188543	335725.695268	-112825.072983	533898.181401	-323674.349202	-251207.747061	221683.327893	303546.223673	188380.396842	160565.600130	110726.629828	-1819.579813	99839.292939	103693.353058	-125566.064184	-76043.868725	22713.140221	-62632.792180	-40696.657995	-23685.130676	-14916.422201	-14346.522829	-29651.572225	-31899.055571	
19008624.486981	35364741.010976	46220516.741763	51033048.247960	81137046.450729	98752069.941957	155837601.048277	123771668.717200	146684122.806575	199327174.133874	97269916.275357	119272927.591788	86712907.707021	47018520.454294	33080973.000959	15071326.261769	8807124.574609	5319001.482570	5440994.526064	788283.597041	447444.396181	3063265.948645	3387068.249087	1256465.496555	-57464.879445	-413992.221756	303768.345150	626231.240900	482795.841245	549596.224255	19425.985379	170710.383701	216764.016796	-91945.054645	192926.117786	332879.912160	443019.774321	262518.362399	207106.390466	140990.349055	-89891.573909	57749.622939	44182.682569	-54280.754589	-50281.039105	1209.695595	-14207.721250	2186.110419	-4078.097827	-3012.315669	-10647.203667	-13120.731675	-24393.921922	18500582.878371	43042359.540108	51975501.234219	52949913.310965	91397363.824679	106379784.594210	163757687.161515	134163733.680527	154920706.539732	208659264.732706	108129548.681599	130707386.787635	95972187.128837	60715120.846320	42062771.971517	19564068.897855	9554255.535022	5059192.554542	3621032.151123	116080.272752	-339545.125018	2873901.823697	2300483.286408	-1531.917550	-1905345.392044	-2287845.056032	-451175.050111	459863.522677	349042.090379	1092178.371976	336843.139378	-20503.700292	513054.912488	93063.959705	284602.196669	521493.243472	623331.300698	287594.219537	250506.943717	183113.221905	-102864.617387	64156.322077	51724.242245	-100169.826481	-110568.208181	2351.284653	-21469.271778	-25838.059569	-12433.237047	-26039.110067	-20546.737257	-26485.890889	-30766.483916	
